Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
b57b9c42-7158-3396-94ee-f311e6572f91,65450d34-6d61-3601-b325-9d471587b016,Rachael540 Moore224,F,GENERAL PRACTICE,4 COURTHOUSE LN,CHELMSFORD,MA,018241731,42.62439345,-71.35881000636567,132,0
f1207269-bfb3-3c13-9eff-390621f864a0,2b376b69-72ac-3d68-aceb-018e82b8fc8f,Shaquita282 Klocko335,F,GENERAL PRACTICE,113 CENTRAL AVE,HYDE PARK,MA,021363021,42.26077065,-71.1187885119897,3,0
96a41934-b8d0-3326-985e-69aefb759c5a,59d1f454-5701-3f71-8fe7-94f785e15062,Lourdes258 Lesch175,F,GENERAL PRACTICE,57 OLD ROAD TO 9 ACRE CORNER,WEST CONCORD,MA,017423317,42.4566859,-71.3942316,2,0
7514bb39-f14b-34c5-9388-69d453a0deb9,3f4167a5-1477-35da-a456-fc05c8858aa7,Ouida808 Bednar518,F,GENERAL PRACTICE,244 MAIN STREET ANNEX,WORCESTER,MA,016023339,42.2625621,-71.8018877,112,0
6626c682-3a6c-3950-886e-bad8a090715c,75f0d4cd-dbbb-3037-b6ad-2e99665728c7,María Soledad68 Arce139,F,GENERAL PRACTICE,70 FULTON ST,BOSTON,MA,021091402,42.362439499999994,-71.05377386223965,94,0
9d8a0022-0d65-37b4-a07f-4daa610c63a1,fa564970-fde4-332c-91d9-c0747b032d3e,Jeremy766 Hudson301,M,GENERAL PRACTICE,34 SOUTH LINCOLN STREET,NATICK,MA,017606049,42.2731232,-71.3105334275248,71,0
b94721e3-efd2-3b63-b561-63da7960d133,0db4961d-6289-39d4-ab29-c789ee4c581f,Ronny764 Little434,M,GENERAL PRACTICE,905 TURNPIKE ST STE A,CANTON,MA,020212833,42.15518635,-71.1075014,20,0
284023db-8141-3a83-bdb2-5c78f142a3be,39104cad-5228-3e07-9b3e-3ad736b33d5d,Hilda552 Muller251,F,GENERAL PRACTICE,200 PROVIDENCE HWY,DEDHAM,MA,020261881,42.22214545274341,-71.18159060546684,188,0
281015cc-e366-3b39-ba4a-fe097fd39d0e,a3a72023-3f37-3d77-be82-62085a912993,Natisha940 Bradtke547,F,GENERAL PRACTICE,311 STATE STREET,SPRINGFIELD,MA,011051140,42.10500795,-72.58124154847081,41,0
612e1b5e-59ed-31aa-8bc3-71bbfa81baff,1311c44a-85cb-3aea-a143-e5d7892ced8b,Kathrine376 Reinger292,F,GENERAL PRACTICE,300 KENSINGTON AVE,SPRINGFIELD,MA,011071139,42.091896,-72.559437,285,0
767ae984-2453-38bc-863d-8c72249a9900,5fab4eec-522e-334a-a3e0-41605e009495,Lyla842 Fadel536,F,GENERAL PRACTICE,485 FRANKLIN ST,FRAMINGHAM,MA,017026215,42.2901292,-71.42823088074331,3,0
52f29732-15dd-3bc4-bf73-0ce15b3ca3dd,817a1428-2045-3e89-9fa2-ef7d287d6fa5,Gracia333 Schuster709,F,GENERAL PRACTICE,70-71 N PARISH RD,LAWRENCE,MA,01843,42.690315,-71.150015,119,0
474c7399-8f58-396d-8c5e-7371f6bb01d2,1a40cadb-d382-3853-9975-8b74417f291b,Scott935 Kilback373,F,GENERAL PRACTICE,300 BROOKSBY VILLAGE DRIVE,PEABODY,MA,019601445,42.55186086054086,-70.97261268384547,16,0
5c5d4492-0bac-39e4-86db-3abeb931761f,4bf8af75-4da2-331d-b94e-9975a887face,Gussie514 Mosciski958,F,GENERAL PRACTICE,57 PROSPECT ST,NANTUCKET,MA,025542799,41.27514065,-70.10108985970798,204,0
c5e07868-67d5-3f1e-aec3-a2e2a03a68af,b4359169-6bc8-3e93-9e0c-19c6bf518e58,Kurt412 Auer97,M,GENERAL PRACTICE,126 MONUMENT ST,HAVERHILL,MA,018322527,42.78715445,-71.10946686154523,5,0
473fb66f-f83f-3641-ae23-3124df9ffbd2,4846e68f-845b-38e6-aa40-48196bf9ff0e,Carylon722 Corwin846,F,GENERAL PRACTICE,130 COLRAIN RD,GREENFIELD,MA,013019625,42.59140995,-72.62336230812821,1,0
b16162f8-fc72-3286-9de0-a2f1c21cadcc,667b46fe-0afa-3f70-a311-bbe3d52db050,Mickey576 Borer986,F,GENERAL PRACTICE,757 BOSTON POST RD,WORCESTER,MA,016071728,42.231371,-72.165386,147,0
eebe5a18-a322-3c01-8dbe-9f4ba486c479,0ff7cb48-0c93-31cf-9442-0b034084d588,Erlene813 Kreiger457,F,GENERAL PRACTICE,2 BEAUMONT AVE,BROCKTON,MA,023023302,42.0835203,-70.98856021035954,4,0
ae2c7f0b-5699-3349-85e5-606ea4077144,50a91b37-cb62-3883-aa31-33802f142c2d,Forrest301 Bashirian201,M,GENERAL PRACTICE,65 WALNUT ST,WELLESLEY,MA,024812112,42.324730450000004,-71.25364984557581,19,0
6c930f04-4140-38e1-8388-1277215fa17c,a4af40b8-0ddb-34bb-ae4a-95a17e9ad6f3,Tambra47 Heaney114,F,GENERAL PRACTICE,100 MYLES STANDISH BOULEVARD  SUITE 103,TAUNTON,MA,027807340,41.948930849999996,-71.14141318475193,53,0
7ab33fa4-785c-3177-86e6-143e5315a96a,009f87f0-4bb6-350c-ba41-0b3235a7ca43,Delbert384 Tromp100,M,GENERAL PRACTICE,277 ELLIOT ST,NEWTON UPPER FALLS,MA,024641201,42.3134306,-71.2206105,7,0
403a7861-cf0c-324b-94e4-2f8fcea86a2d,570d1c4d-e28b-3f11-9250-47f6b3044c22,Jaime666 Hodkiewicz467,M,GENERAL PRACTICE,747 WATER ST,BRAINTREE,MA,021844772,42.1703397,-71.0068435,29,0
25b1f94d-11ea-3716-a575-a0ec21d81f75,9a9bf61e-44d3-32fd-a027-7138369b1716,Eldridge510 Weissnat378,M,GENERAL PRACTICE,194 ROCKDALE AVE,WEYMOUTH,MA,021882519,42.2212188,-70.9391625,13,0
ee0abeda-7bf8-390e-a6ac-b785f1487038,f945589f-88aa-366b-9e9d-2418d091112d,Azzie965 Ziemann98,F,GENERAL PRACTICE,105 ERDMAN WAY,LEOMINSTER,MA,014531805,42.54685255,-71.75737313871981,97,0
bde050d6-3f98-3a17-bea1-f71646f427c8,dd913783-9448-36f9-816d-37199011617b,Murray856 Corkery305,M,GENERAL PRACTICE,7 HARVARD ST STE 220,BROOKLINE,MA,024457979,42.333476142857144,-71.11868571428572,9,0
0cf84b68-6bd5-319b-8610-9ee6e008cdf0,775df862-d2d1-3a68-9814-043f6aa6ea66,Kimberlee228 Barrows492,F,GENERAL PRACTICE,770 CONVERSE ST,LONGMEADOW,MA,011061719,42.0639853,-72.5521444,12,0
e9b2a184-d6d8-3a06-a042-db3f3386ba46,fe675917-7b09-3afd-a6e6-128cc4de4734,Rod343 Kohler843,M,GENERAL PRACTICE,319A ALLSTON STREET,BRIGHTON,MA,021357652,42.345093,-71.139804,30,0
0a7660d4-4821-31ad-aedf-574185589294,bdc3ee76-9cf3-316d-b202-a8da1ea3fa20,Harland508 Rippin620,M,GENERAL PRACTICE,130 RUMFORD AVENUE  SUITE 211,AUBURNDALE,MA,024661370,42.35853505,-71.24125521214887,30,0
16d61459-bbdd-307a-8ad5-c46e4f93b5e8,8447e2c7-df8d-3e1f-9d88-b67dcca2bcb6,Tristan353 Baumbach677,M,GENERAL PRACTICE,22 HILLSIDE AVE,GROTON,MA,014501284,42.61232115,-71.5798529093222,9,0
cc1c5588-8ce0-3897-aa82-b47a921b6da4,5d4da50c-8593-304f-b266-57d8f7d634a2,Danette111 Klein929,F,GENERAL PRACTICE,250 SHEARER ST,PALMER,MA,010691428,42.168634600000004,-72.33353526811578,1,0
d7986dda-d062-3025-8fe7-f64fb17da1a2,7f08f09e-c5f7-38cd-83ba-ddafedd88a13,Shayne60 Pacocha935,M,GENERAL PRACTICE,133 SALEM ST,REVERE,MA,021511114,42.43833805,-71.01730877599738,2,0
36a4c8ae-faf0-3962-a93d-56ef8b9a0e9e,cee48694-b526-344a-b87c-42abe3e6f643,Deshawn686 Waters156,M,GENERAL PRACTICE,255 INDEPENDENCE DR,HYANNIS,MA,026011854,41.6772926,-70.29842983396861,14,0
62f5d5e7-230f-3346-9ce3-dff171aee2a9,643eac8e-1620-3b6a-b9f3-664b003d22cd,Frederick289 Kiehn525,M,GENERAL PRACTICE,34 GIFFORD ST,NEW BEDFORD,MA,027442610,41.6177929,-70.91890087055067,364,0
3228ba66-e99f-3ee1-aab3-517d28bc0f28,8e3ca57f-6f74-3d61-9803-ab1424290216,Concha418 Mann644,F,GENERAL PRACTICE,89 MORTON STREET,ANDOVER,MA,018102036,42.6551409,-71.12857340697036,48,0
2a78e84c-1034-3842-952c-84ce5b6a08fe,5fcff9db-16e4-3e56-aa78-abbc16338097,Marcus77 Schamberger479,M,GENERAL PRACTICE,295 VARNUM AVE,WESTFORD,MA,018863513,42.5792583,-71.4378411,2656,0
5e3a0fcf-bea2-3532-9824-c7e4b3d73543,fa09396a-2926-3b21-ad0c-9f6cabbce0eb,Brigitte394 Bartoletti50,F,GENERAL PRACTICE,1210 BOSTON PROVIDENCE TPKE,NORWOOD,MA,020625061,42.1714075,-71.1951186,133,0
c879d8e5-f3f9-340a-81d1-0cdf50ef24fc,40c01d75-1542-3e0b-8e5f-78d3031beba1,Daysi106 Reynolds644,F,GENERAL PRACTICE,505 PARADISE RD,SALEM,MA,019704267,42.485927,-70.900301,294,0
15db6f2c-449c-3999-8538-728b3a033fe9,8fed5af6-8e61-33f5-9835-e5d3ac5fdd4a,Justin359 Farrell962,M,GENERAL PRACTICE,11 SAINT ANTHONY ST,CHICOPEE,MA,010132141,42.1813162,-72.61495050899758,3,0
3f5dc33b-d658-30f3-8a8c-376a9ecd2d42,84abfbd5-41c1-3df4-9b31-7ca93cb2309a,Cole117 Block661,M,GENERAL PRACTICE,85 HERRICK ST,BEVERLY,MA,019151790,42.56415055,-70.8751357650672,213,0
fa791ef0-7feb-3dea-90b5-a95ba0162405,fa61a21b-27de-3ba7-bc4a-0d7145bf72a6,Tamesha39 Rodriguez71,F,GENERAL PRACTICE,100 CUMMINGS CTR,BEVERLY,MA,019156126,42.559237100000004,-70.88594445364896,26,0
8002cd61-5544-321c-99e8-f64cdfcf98e7,1ddd51d1-7297-3c3b-bad5-98aecd5e4a79,Dinah304 Kub800,F,GENERAL PRACTICE,127 CAMBRIDGE STREET  SUTIE #2B,BURLINGTON,MA,018033735,42.50188325,-71.19559351572005,141,0
3952f547-e4c5-399f-be4c-57f488600270,4cb90b5f-734d-322f-a2f2-776824e1ce35,Irvin970 Emard19,M,GENERAL PRACTICE,770 CONVERSE STREET,LONGMEADOW,MA,011061719,42.0639853,-72.5521444,41,0
5f78440a-91dd-3c74-bc28-355ecd3bbf63,93c3d861-e05d-33b9-91eb-1768470229d7,Phoebe31 Thiel172,F,GENERAL PRACTICE,10 CENTENNIAL DR,PEABODY,MA,019607938,42.5261827,-70.9529896,416,0
9469349a-aab0-329a-abeb-628d90e74ec3,2e1eaaf1-ebb0-332c-8921-f48e15b91879,Tambra47 Nolan344,F,GENERAL PRACTICE,2 SEAPORT DRIVE,QUINCY,MA,021711599,42.29287335,-71.03019020136307,79,0
f83df8d0-b421-3afb-8c9f-545e2fae3dc4,c272e12f-e154-3fee-b05d-b7c0cab2657d,Shasta644 King743,F,GENERAL PRACTICE,800 WASHINGTON ST,NORWOOD,MA,020623487,42.1886973,-71.2005241,717,0
fe3f53a0-0fc7-3fa1-bbb5-947e8fda5b62,ca1c0a76-f601-3a1c-a448-689cd3d56bb1,Livia401 Rippin620,F,GENERAL PRACTICE,96 FOREST STREET,PEABODY,MA,019603907,42.528469349999995,-70.95557442492182,53,0
bc94bb50-323b-33d8-9424-11d1dd38a6f4,8d0f0e66-b1dc-37fd-8b4e-0dcb6b3b446e,Les282 Pollich983,M,GENERAL PRACTICE,200 Springs Rd.,Bedford,MA,01730,42.503376,-71.272644,418,0
454b13b3-cec1-31ec-a802-a05abf1f4a8d,b66db758-a205-3227-9cfb-bf19d2c1962d,Eva64 Nevárez403,F,GENERAL PRACTICE,121 HARVARD AVENUE  2ND FL,ALLSTON,MA,021342702,42.35241825,-71.13220132573996,76,0
87ef0b06-fe4c-3b87-b807-367e66ec0bb2,b99b7849-2b53-33fb-8ce2-e3a95f17ae51,Diego848 Pouros728,M,GENERAL PRACTICE,910 BOSTON POST ROAD SUITE 320,MARLBOROUGH,MA,017523761,42.355106,-71.47654,24,0
5123c816-8beb-347a-b892-698709b1eb8b,f6a306cf-7bd6-35f4-a6b7-2d07d273914c,Ariel183 Von197,M,GENERAL PRACTICE,63 FOUNTAIN ST STE 402,FRAMINGHAM,MA,017026280,42.27595495,-71.42631150114194,333,0
d14b1fdf-eb18-3474-be1b-05372e8f6040,f549a720-814b-3dc6-ae77-6376a22564ee,Nichole96 Prosacco716,F,GENERAL PRACTICE,209 COUNTY RD,NORTH FALMOUTH,MA,02556,41.6459404,-70.6183639,3,0
7dd3a71c-8eb7-3458-b28d-b3d94594f395,32fcdfba-8c93-30f4-b15b-dd3b65c29deb,Sparkle906 Bernhard322,F,GENERAL PRACTICE,20 NORTH MAPLE STREET,HADLEY,MA,010359715,42.3615107,-72.55261320852942,144,0
d651e18c-c624-3f02-bcea-45d977e48d2c,0ddb0329-b59d-3187-874c-602c649249c8,Eldon28 Cassin499,M,GENERAL PRACTICE,115 W SILVER ST,WESTFIELD,MA,010853678,42.1178811,-72.75935246865802,507,0
878f495a-bd0d-3ffc-9411-2a7a408ea83e,1e3ca321-fbbb-3546-b9ea-c3761a20324a,Noe500 Howe413,M,GENERAL PRACTICE,605 Lincoln Street,Worcester,MA,01605,42.297756,-71.766815,2692,0
8c8554fc-eb5e-3f9b-a886-9e33070c8ee0,764bf964-6ab7-30eb-885b-3d713ca43265,Carrol931 Wilderman619,F,GENERAL PRACTICE,ROUTE 6   P O BOX 1430,WELLFLEET,MA,026677402,41.936423,-70.021074,210,0
21c77668-9e25-3f63-8a9e-981718a95fd6,2cf06ddc-4c55-3c91-98f1-fb0188079c27,Shelby741 Rolfson709,M,GENERAL PRACTICE,10 VETERANS MEMORIAL DRIVE,MILFORD,MA,017572900,42.14682295,-71.50153080894427,18,0
85a1aabf-7553-340e-a3cd-9e3bbd4e425e,02c936e2-3aee-38b2-88a4-81f3689b7bb7,David908 Ordóñez148,M,GENERAL PRACTICE,120 FISHER AVENUE,BOSTON,MA,021203320,42.3276141,-71.1051603,95,0
4366fee2-e835-3dca-96ab-c15f8b00ed08,5f7663da-4b19-3629-b8f2-fb07d75421d9,Savanna736 Johnson679,F,GENERAL PRACTICE,42 ASBURY ST,SOUTH HAMILTON,MA,019821808,42.61322825,-70.87300675048934,40,0
42beaf95-c133-36c8-bdd2-267c91425611,609ec9f1-e806-3427-b912-9e3b2915521d,Rodrigo242 Rico947,M,GENERAL PRACTICE,575 BEECH STREET,HOLYOKE,MA,010406604,42.20105435,-72.628169560868,578,0
187f33c1-d74f-3728-a1c2-6306b14d04b8,5fa5e611-be3d-3ebb-8f71-124325f6005f,Isiah14 Nikolaus26,M,GENERAL PRACTICE,480 ROUTE 6A,EAST SANDWICH,MA,025371438,41.742172,-70.45251,309,0
3858625f-57f6-3983-a42d-0fb54b044658,bff65303-97b4-3841-950a-1c9e9e735de0,Alline927 Schimmel440,F,GENERAL PRACTICE,100 AMITY ST,FALL RIVER,MA,027212202,41.6737661,-71.16934217317342,4,0
cde6c203-3c91-3127-955c-c0c0377b9ff4,bf556284-7513-3620-a10e-5393183a9a87,Tabatha105 Roob72,F,GENERAL PRACTICE,795 MIDDLE ST,FALL RIVER,MA,027211733,41.6924092,-71.16345107025307,643,0
8d4c768c-1220-395b-8d4a-d31f2bbc46c4,9fd71acd-3535-353d-975f-ed7dbf5f9961,Yvette315 Herzog843,F,GENERAL PRACTICE,250 GREEN ST,GARDNER,MA,01440,42.586896550000006,-71.98672640006858,64,0
ee8cdbf6-aa8e-3c21-8b22-4bd4715fbed9,e93b27a8-6507-3595-84a5-f899ce23a72d,Gertha313 Sanford861,F,GENERAL PRACTICE,70 EAST STREET,NORTH ANDOVER,MA,018456144,42.6839894,-71.1127065,155,0
fda7abf8-0385-3f7a-8c69-8170512c81eb,365eae93-6352-3d48-9a8d-dc9fa4b917be,Tyson541 Kertzmann286,M,GENERAL PRACTICE,32 HOSPITAL HILL RD,GARDNER,MA,014402302,42.572366450000004,-71.97690789055164,2,0
81af5ad9-070d-3def-b117-c2d39e20ffa5,6a21521e-d3c1-3ba8-a7ae-453b5a930285,Shaun461 Klocko335,F,GENERAL PRACTICE,168 INDUSTRIAL DR,NORTHAMPTON,MA,010602379,42.335726,-72.63284732269418,3,0
648dc2e3-dcc2-3ee6-8627-f467c287beef,2b84e56e-08b4-3078-b3ea-4d159208e065,Verda448 Bahringer146,F,GENERAL PRACTICE,1029 PLEASANT ST,BRIDGEWATER,MA,023242301,41.9718173,-71.00937893001648,299,0
0dded82b-1eb2-369b-9410-09b37f063062,05137a62-1a8f-34ff-8baf-a0c35c238ea0,Houston994 Olson653,M,GENERAL PRACTICE,750  ATTUCKS LANE,HYANNIS,MA,026011950,41.676027500000004,-70.29727035,96,0
ae6bd735-179d-3f96-875f-d318b034875d,7b9a19b2-d900-3f93-a47b-4b88491fb57b,Francis500 Witting912,M,GENERAL PRACTICE,308 KINGSTOWN WAY,DUXBURY,MA,023324647,42.030389650000004,-70.73959947632582,13,0
ac0355d6-c2f8-33ad-afe4-1329a80a5fef,4ffa4412-1493-3beb-b8f0-6614dde953a4,Harland508 Ryan260,M,GENERAL PRACTICE,363 HIGHLAND AVENUE,WAREHAM,MA,025715011,41.745636,-70.658192,3282,0
